url,brand
https://item.taobao.com/item.htm?spm=a312a.7700824.w4004-22612662286.2.5f519e831e9NGj&id=608274915235,minky
https://item.taobao.com/item.htm?spm=a312a.7700824.w4004-22612662286.4.5f519e831e9NGj&id=611988650152,minky
https://item.taobao.com/item.htm?spm=a312a.7700824.w4004-22612662286.6.5f519e831e9NGj&id=624361503104,minky
https://item.taobao.com/item.htm?spm=a312a.7700824.w4004-22612662286.8.5f519e831e9NGj&id=617341972356,minky
